"","name","value","active","place"
"1776","start_date",2017-05-17,10,"Швейцария"
"1777","end_date",2017-05-17,9,"Швейцария"
"1778","start_date",2017-05-18,10,"Швейцария"
"1779","start_date",2017-05-19,11,"Швейцария"
"1780","start_date",2017-05-20,12,"Швейцария"
"1781","start_date",2017-05-21,13,"Швейцария"
"1782","end_date",2017-05-23,12,"Швейцария"
"1783","end_date",2017-05-24,11,"Швейцария"
"1784","end_date",2017-05-24,10,"Швейцария"
"1785","end_date",2017-05-25,9,"Швейцария"
"1786","end_date",2017-05-25,8,"Швейцария"
"1787","start_date",2017-05-25,9,"Швейцария"
"1788","start_date",2017-05-25,10,"Швейцария"
"1789","end_date",2017-05-26,9,"Швейцария"
"1790","start_date",2017-05-26,10,"Швейцария"
"1791","start_date",2017-05-26,11,"Швейцария"
"1792","start_date",2017-05-29,12,"Швейцария"
"1793","start_date",2017-05-29,13,"Швейцария"
"1794","end_date",2017-05-31,12,"Швейцария"
"1795","start_date",2017-05-31,13,"Швейцария"
"1796","start_date",2017-05-31,14,"Швейцария"
"1797","end_date",2017-05-31,13,"Швейцария"
"1798","start_date",2017-05-31,14,"Швейцария"
"1799","end_date",2017-05-31,13,"Швейцария"
"1800","start_date",2017-06-01,14,"Швейцария"
"1801","start_date",2017-06-01,15,"Швейцария"
"1802","start_date",2017-06-01,16,"Швейцария"
"1803","end_date",2017-06-02,15,"Швейцария"
"1804","start_date",2017-06-02,16,"Швейцария"
"1805","end_date",2017-06-03,15,"Швейцария"
"1806","start_date",2017-06-05,16,"Швейцария"
"1807","end_date",2017-06-06,15,"Швейцария"
"1808","end_date",2017-06-07,14,"Швейцария"
"1809","end_date",2017-06-09,13,"Швейцария"
"1810","start_date",2017-06-09,14,"Швейцария"
"1811","end_date",2017-06-09,13,"Швейцария"
"1812","end_date",2017-06-11,12,"Швейцария"
"1813","start_date",2017-06-12,13,"Швейцария"
"1814","start_date",2017-06-12,14,"Швейцария"
"1815","end_date",2017-06-12,13,"Швейцария"
"1816","end_date",2017-06-13,12,"Швейцария"
"1817","start_date",2017-06-13,13,"Швейцария"
"1818","start_date",2017-06-14,14,"Швейцария"
"1819","end_date",2017-06-15,13,"Швейцария"
"1820","start_date",2017-06-15,14,"Швейцария"
"1821","end_date",2017-06-18,13,"Швейцария"
"1822","end_date",2017-06-19,12,"Швейцария"
"1823","end_date",2017-06-19,11,"Швейцария"
"1824","start_date",2017-06-20,12,"Швейцария"
"1825","start_date",2017-06-20,13,"Швейцария"
"1826","start_date",2017-06-20,14,"Швейцария"
"1827","end_date",2017-06-20,13,"Швейцария"
"1828","start_date",2017-06-21,14,"Швейцария"
"1829","start_date",2017-06-21,15,"Швейцария"
"1830","start_date",2017-06-21,16,"Швейцария"
"1831","end_date",2017-06-22,15,"Швейцария"
"1832","start_date",2017-06-22,16,"Швейцария"
"1833","start_date",2017-06-22,17,"Швейцария"
"1834","end_date",2017-06-22,16,"Швейцария"
"1835","start_date",2017-06-23,17,"Швейцария"
"1836","end_date",2017-06-24,16,"Швейцария"
"1837","end_date",2017-06-24,15,"Швейцария"
"1838","start_date",2017-06-24,16,"Швейцария"
"1839","end_date",2017-06-24,15,"Швейцария"
"1840","end_date",2017-06-25,14,"Швейцария"
"1841","end_date",2017-06-25,13,"Швейцария"
"1842","end_date",2017-06-26,12,"Швейцария"
"1843","start_date",2017-06-26,13,"Швейцария"
"1844","start_date",2017-06-26,14,"Швейцария"
"1845","end_date",2017-06-26,13,"Швейцария"
"1846","start_date",2017-06-26,14,"Швейцария"
"1847","start_date",2017-06-26,15,"Швейцария"
"1848","start_date",2017-06-28,16,"Швейцария"
"1849","start_date",2017-06-28,17,"Швейцария"
"1850","start_date",2017-06-28,18,"Швейцария"
"1851","start_date",2017-06-28,19,"Швейцария"
"1852","end_date",2017-06-29,18,"Швейцария"
"1853","start_date",2017-06-29,19,"Швейцария"
"1854","end_date",2017-06-30,18,"Швейцария"
"1855","end_date",2017-06-30,17,"Швейцария"
"1856","start_date",2017-06-30,18,"Швейцария"
"1857","start_date",2017-06-30,19,"Швейцария"
"1858","start_date",2017-06-30,20,"Швейцария"
"1859","end_date",2017-06-30,19,"Швейцария"
"1860","end_date",2017-07-01,18,"Швейцария"
"1861","start_date",2017-07-01,19,"Швейцария"
"1862","start_date",2017-07-01,20,"Швейцария"
"1863","start_date",2017-07-01,21,"Швейцария"
"1864","start_date",2017-07-01,22,"Швейцария"
"1865","start_date",2017-07-01,23,"Швейцария"
"1866","start_date",2017-07-03,24,"Швейцария"
"1867","start_date",2017-07-04,25,"Швейцария"
"1868","start_date",2017-07-04,26,"Швейцария"
"1869","end_date",2017-07-05,25,"Швейцария"
"1870","start_date",2017-07-05,26,"Швейцария"
"1871","end_date",2017-07-06,25,"Швейцария"
"1872","start_date",2017-07-06,26,"Швейцария"
"1873","start_date",2017-07-06,27,"Швейцария"
"1874","end_date",2017-07-06,26,"Швейцария"
"1875","start_date",2017-07-07,27,"Швейцария"
"1876","start_date",2017-07-07,28,"Швейцария"
"1877","start_date",2017-07-07,29,"Швейцария"
"1878","end_date",2017-07-08,28,"Швейцария"
"1879","start_date",2017-07-10,29,"Швейцария"
"1880","end_date",2017-07-11,28,"Швейцария"
"1881","start_date",2017-07-11,29,"Швейцария"
"1882","start_date",2017-07-12,30,"Швейцария"
"1883","start_date",2017-07-12,31,"Швейцария"
"1884","end_date",2017-07-13,30,"Швейцария"
"1885","end_date",2017-07-13,29,"Швейцария"
"1886","start_date",2017-07-13,30,"Швейцария"
"1887","end_date",2017-07-13,29,"Швейцария"
"1888","start_date",2017-07-13,30,"Швейцария"
"1889","end_date",2017-07-14,29,"Швейцария"
"1890","start_date",2017-07-15,30,"Швейцария"
"1891","start_date",2017-07-15,31,"Швейцария"
"1892","end_date",2017-07-16,30,"Швейцария"
"1893","start_date",2017-07-16,31,"Швейцария"
"1894","end_date",2017-07-17,30,"Швейцария"
"1895","start_date",2017-07-17,31,"Швейцария"
"1896","start_date",2017-07-17,32,"Швейцария"
"1897","start_date",2017-07-17,33,"Швейцария"
"1898","start_date",2017-07-17,34,"Швейцария"
"1899","start_date",2017-07-17,35,"Швейцария"
"1900","start_date",2017-07-18,36,"Швейцария"
"1901","start_date",2017-07-18,37,"Швейцария"
"1902","start_date",2017-07-18,38,"Швейцария"
"1903","start_date",2017-07-19,39,"Швейцария"
"1904","end_date",2017-07-20,38,"Швейцария"
"1905","start_date",2017-07-20,39,"Швейцария"
"1906","end_date",2017-07-21,38,"Швейцария"
"1907","end_date",2017-07-21,37,"Швейцария"
"1908","end_date",2017-07-21,36,"Швейцария"
"1909","end_date",2017-07-23,35,"Швейцария"
"1910","start_date",2017-07-23,36,"Швейцария"
"1911","start_date",2017-07-24,37,"Швейцария"
"1912","start_date",2017-07-24,38,"Швейцария"
"1913","end_date",2017-07-24,37,"Швейцария"
"1914","start_date",2017-07-24,38,"Швейцария"
"1915","end_date",2017-07-25,37,"Швейцария"
"1916","start_date",2017-07-25,38,"Швейцария"
"1917","start_date",2017-07-25,39,"Швейцария"
"1918","start_date",2017-07-25,40,"Швейцария"
"1919","start_date",2017-07-25,41,"Швейцария"
"1920","start_date",2017-07-25,42,"Швейцария"
"1921","end_date",2017-07-26,41,"Швейцария"
"1922","end_date",2017-07-26,40,"Швейцария"
"1923","end_date",2017-07-26,39,"Швейцария"
"1924","start_date",2017-07-26,40,"Швейцария"
"1925","start_date",2017-07-27,41,"Швейцария"
"1926","start_date",2017-07-27,42,"Швейцария"
"1927","end_date",2017-07-28,41,"Швейцария"
"1928","start_date",2017-07-28,42,"Швейцария"
"1929","start_date",2017-07-28,43,"Швейцария"
"1930","start_date",2017-07-28,44,"Швейцария"
"1931","end_date",2017-07-29,43,"Швейцария"
"1932","end_date",2017-07-31,42,"Швейцария"
"1933","end_date",2017-07-31,41,"Швейцария"
"1934","end_date",2017-07-31,40,"Швейцария"
"1935","end_date",2017-07-31,39,"Швейцария"
"1936","end_date",2017-07-31,38,"Швейцария"
"1937","start_date",2017-07-31,39,"Швейцария"
"1938","start_date",2017-07-31,40,"Швейцария"
"1939","start_date",2017-07-31,41,"Швейцария"
"1940","end_date",2017-07-31,40,"Швейцария"
"1941","start_date",2017-07-31,41,"Швейцария"
"1942","end_date",2017-07-31,40,"Швейцария"
"1943","end_date",2017-08-01,39,"Швейцария"
"1944","start_date",2017-08-01,40,"Швейцария"
"1945","start_date",2017-08-01,41,"Швейцария"
"1946","start_date",2017-08-01,42,"Швейцария"
"1947","start_date",2017-08-01,43,"Швейцария"
"1948","start_date",2017-08-01,44,"Швейцария"
"1949","start_date",2017-08-01,45,"Швейцария"
"1950","start_date",2017-08-01,46,"Швейцария"
"1951","end_date",2017-08-02,45,"Швейцария"
"1952","start_date",2017-08-02,46,"Швейцария"
"1953","start_date",2017-08-02,47,"Швейцария"
"1954","start_date",2017-08-03,48,"Швейцария"
"1955","end_date",2017-08-04,47,"Швейцария"
"1956","end_date",2017-08-04,46,"Швейцария"
"1957","end_date",2017-08-05,45,"Швейцария"
"1958","start_date",2017-08-06,46,"Швейцария"
"1959","end_date",2017-08-07,45,"Швейцария"
"1960","start_date",2017-08-07,46,"Швейцария"
"1961","start_date",2017-08-07,47,"Швейцария"
"1962","end_date",2017-08-07,46,"Швейцария"
"1963","end_date",2017-08-07,45,"Швейцария"
"1964","start_date",2017-08-08,46,"Швейцария"
"1965","start_date",2017-08-08,47,"Швейцария"
"1966","start_date",2017-08-08,48,"Швейцария"
"1967","start_date",2017-08-08,49,"Швейцария"
"1968","start_date",2017-08-08,50,"Швейцария"
"1969","start_date",2017-08-08,51,"Швейцария"
"1970","end_date",2017-08-08,50,"Швейцария"
"1971","end_date",2017-08-08,49,"Швейцария"
"1972","end_date",2017-08-10,48,"Швейцария"
"1973","end_date",2017-08-10,47,"Швейцария"
"1974","start_date",2017-08-10,48,"Швейцария"
"1975","start_date",2017-08-10,49,"Швейцария"
"1976","start_date",2017-08-10,50,"Швейцария"
"1977","end_date",2017-08-11,49,"Швейцария"
"1978","start_date",2017-08-11,50,"Швейцария"
"1979","end_date",2017-08-13,49,"Швейцария"
"1980","start_date",2017-08-13,50,"Швейцария"
"1981","end_date",2017-08-14,49,"Швейцария"
"1982","end_date",2017-08-14,48,"Швейцария"
"1983","end_date",2017-08-14,47,"Швейцария"
"1984","start_date",2017-08-14,48,"Швейцария"
"1985","start_date",2017-08-14,49,"Швейцария"
"1986","start_date",2017-08-14,50,"Швейцария"
"1987","start_date",2017-08-14,51,"Швейцария"
"1988","start_date",2017-08-15,52,"Швейцария"
"1989","end_date",2017-08-15,51,"Швейцария"
"1990","start_date",2017-08-15,52,"Швейцария"
"1991","start_date",2017-08-15,53,"Швейцария"
"1992","start_date",2017-08-15,54,"Швейцария"
"1993","start_date",2017-08-15,55,"Швейцария"
"1994","start_date",2017-08-15,56,"Швейцария"
"1995","start_date",2017-08-15,57,"Швейцария"
"1996","start_date",2017-08-15,58,"Швейцария"
"1997","start_date",2017-08-16,59,"Швейцария"
"1998","end_date",2017-08-16,58,"Швейцария"
"1999","start_date",2017-08-16,59,"Швейцария"
"2000","start_date",2017-08-16,60,"Швейцария"
"2001","end_date",2017-08-17,59,"Швейцария"
"2002","end_date",2017-08-17,58,"Швейцария"
"2003","end_date",2017-08-17,57,"Швейцария"
"2004","start_date",2017-08-17,58,"Швейцария"
"2005","start_date",2017-08-18,59,"Швейцария"
"2006","start_date",2017-08-18,60,"Швейцария"
"2007","start_date",2017-08-18,61,"Швейцария"
"2008","start_date",2017-08-18,62,"Швейцария"
"2009","start_date",2017-08-18,63,"Швейцария"
"2010","end_date",2017-08-19,62,"Швейцария"
"2011","start_date",2017-08-19,63,"Швейцария"
"2012","start_date",2017-08-19,64,"Швейцария"
"2013","end_date",2017-08-19,63,"Швейцария"
"2014","start_date",2017-08-20,64,"Швейцария"
"2015","start_date",2017-08-20,65,"Швейцария"
"2016","end_date",2017-08-21,64,"Швейцария"
"2017","end_date",2017-08-21,63,"Швейцария"
"2018","start_date",2017-08-21,64,"Швейцария"
"2019","start_date",2017-08-21,65,"Швейцария"
"2020","start_date",2017-08-21,66,"Швейцария"
"2021","start_date",2017-08-22,67,"Швейцария"
"2022","start_date",2017-08-22,68,"Швейцария"
"2023","start_date",2017-08-22,69,"Швейцария"
"2024","start_date",2017-08-23,70,"Швейцария"
"2025","end_date",2017-08-23,69,"Швейцария"
"2026","end_date",2017-08-24,68,"Швейцария"
"2027","start_date",2017-08-24,69,"Швейцария"
"2028","end_date",2017-08-25,68,"Швейцария"
"2029","end_date",2017-08-25,67,"Швейцария"
"2030","end_date",2017-08-25,66,"Швейцария"
"2031","end_date",2017-08-25,65,"Швейцария"
"2032","end_date",2017-08-25,64,"Швейцария"
"2033","start_date",2017-08-25,65,"Швейцария"
"2034","start_date",2017-08-25,66,"Швейцария"
"2035","start_date",2017-08-25,67,"Швейцария"
"2036","end_date",2017-08-25,66,"Швейцария"
"2037","start_date",2017-08-26,67,"Швейцария"
"2038","start_date",2017-08-26,68,"Швейцария"
"2039","end_date",2017-08-27,67,"Швейцария"
"2040","end_date",2017-08-27,66,"Швейцария"
"2041","end_date",2017-08-27,65,"Швейцария"
"2042","start_date",2017-08-27,66,"Швейцария"
"2043","end_date",2017-08-28,65,"Швейцария"
"2044","end_date",2017-08-28,64,"Швейцария"
"2045","start_date",2017-08-28,65,"Швейцария"
"2046","start_date",2017-08-28,66,"Швейцария"
"2047","start_date",2017-08-28,67,"Швейцария"
"2048","start_date",2017-08-28,68,"Швейцария"
"2049","start_date",2017-08-28,69,"Швейцария"
"2050","end_date",2017-08-28,68,"Швейцария"
"2051","start_date",2017-08-29,69,"Швейцария"
"2052","start_date",2017-08-29,70,"Швейцария"
"2053","end_date",2017-08-30,69,"Швейцария"
"2054","start_date",2017-08-30,70,"Швейцария"
"2055","end_date",2017-08-30,69,"Швейцария"
"2056","end_date",2017-08-31,68,"Швейцария"
"2057","end_date",2017-08-31,67,"Швейцария"
"2058","end_date",2017-08-31,66,"Швейцария"
"2059","start_date",2017-08-31,67,"Швейцария"
"2060","start_date",2017-08-31,68,"Швейцария"
"2061","start_date",2017-08-31,69,"Швейцария"
"2062","end_date",2017-08-31,68,"Швейцария"
"2063","start_date",2017-08-31,69,"Швейцария"
"2064","end_date",2017-08-31,68,"Швейцария"
"2065","end_date",2017-08-31,67,"Швейцария"
"2066","end_date",2017-09-01,66,"Швейцария"
"2067","end_date",2017-09-01,65,"Швейцария"
"2068","end_date",2017-09-01,64,"Швейцария"
"2069","end_date",2017-09-01,63,"Швейцария"
"2070","start_date",2017-09-01,64,"Швейцария"
"2071","start_date",2017-09-01,65,"Швейцария"
"2072","start_date",2017-09-01,66,"Швейцария"
"2073","start_date",2017-09-01,67,"Швейцария"
"2074","start_date",2017-09-01,68,"Швейцария"
"2075","start_date",2017-09-01,69,"Швейцария"
"2076","start_date",2017-09-01,70,"Швейцария"
"2077","start_date",2017-09-01,71,"Швейцария"
"2078","start_date",2017-09-01,72,"Швейцария"
"2079","end_date",2017-09-04,71,"Швейцария"
"2080","end_date",2017-09-04,70,"Швейцария"
"2081","end_date",2017-09-04,69,"Швейцария"
"2082","start_date",2017-09-04,70,"Швейцария"
"2083","end_date",2017-09-05,69,"Швейцария"
"2084","start_date",2017-09-05,70,"Швейцария"
"2085","start_date",2017-09-05,71,"Швейцария"
"2086","end_date",2017-09-05,70,"Швейцария"
"2087","start_date",2017-09-05,71,"Швейцария"
"2088","end_date",2017-09-06,70,"Швейцария"
"2089","end_date",2017-09-06,69,"Швейцария"
"2090","end_date",2017-09-06,68,"Швейцария"
"2091","start_date",2017-09-06,69,"Швейцария"
"2092","start_date",2017-09-06,70,"Швейцария"
"2093","start_date",2017-09-07,71,"Швейцария"
"2094","start_date",2017-09-07,72,"Швейцария"
"2095","start_date",2017-09-07,73,"Швейцария"
"2096","start_date",2017-09-07,74,"Швейцария"
"2097","end_date",2017-09-07,73,"Швейцария"
"2098","end_date",2017-09-08,72,"Швейцария"
"2099","end_date",2017-09-09,71,"Швейцария"
"2100","start_date",2017-09-09,72,"Швейцария"
"2101","start_date",2017-09-09,73,"Швейцария"
"2102","start_date",2017-09-09,74,"Швейцария"
"2103","end_date",2017-09-10,73,"Швейцария"
"2104","end_date",2017-09-10,72,"Швейцария"
"2105","end_date",2017-09-10,71,"Швейцария"
"2106","start_date",2017-09-10,72,"Швейцария"
"2107","start_date",2017-09-10,73,"Швейцария"
"2108","start_date",2017-09-10,74,"Швейцария"
"2109","start_date",2017-09-10,75,"Швейцария"
"2110","end_date",2017-09-11,74,"Швейцария"
"2111","start_date",2017-09-11,75,"Швейцария"
"2112","end_date",2017-09-11,74,"Швейцария"
"2113","end_date",2017-09-12,73,"Швейцария"
"2114","start_date",2017-09-12,74,"Швейцария"
"2115","start_date",2017-09-12,75,"Швейцария"
"2116","start_date",2017-09-12,76,"Швейцария"
"2117","start_date",2017-09-12,77,"Швейцария"
"2118","start_date",2017-09-12,78,"Швейцария"
"2119","start_date",2017-09-12,79,"Швейцария"
"2120","start_date",2017-09-12,80,"Швейцария"
"2121","start_date",2017-09-12,81,"Швейцария"
"2122","end_date",2017-09-13,80,"Швейцария"
"2123","start_date",2017-09-13,81,"Швейцария"
"2124","start_date",2017-09-13,82,"Швейцария"
"2125","start_date",2017-09-13,83,"Швейцария"
"2126","start_date",2017-09-13,84,"Швейцария"
"2127","end_date",2017-09-14,83,"Швейцария"
"2128","end_date",2017-09-14,82,"Швейцария"
"2129","start_date",2017-09-14,83,"Швейцария"
"2130","start_date",2017-09-14,84,"Швейцария"
"2131","start_date",2017-09-14,85,"Швейцария"
"2132","start_date",2017-09-14,86,"Швейцария"
"2133","end_date",2017-09-15,85,"Швейцария"
"2134","end_date",2017-09-15,84,"Швейцария"
"2135","end_date",2017-09-15,83,"Швейцария"
"2136","end_date",2017-09-15,82,"Швейцария"
"2137","end_date",2017-09-15,81,"Швейцария"
"2138","end_date",2017-09-15,80,"Швейцария"
"2139","end_date",2017-09-15,79,"Швейцария"
"2140","end_date",2017-09-15,78,"Швейцария"
"2141","start_date",2017-09-15,79,"Швейцария"
"2142","end_date",2017-09-16,78,"Швейцария"
"2143","end_date",2017-09-17,77,"Швейцария"
"2144","end_date",2017-09-17,76,"Швейцария"
"2145","end_date",2017-09-18,75,"Швейцария"
"2146","end_date",2017-09-19,74,"Швейцария"
"2147","end_date",2017-09-19,73,"Швейцария"
"2148","end_date",2017-09-20,72,"Швейцария"
"2149","end_date",2017-09-20,71,"Швейцария"
"2150","end_date",2017-09-21,70,"Швейцария"
"2151","end_date",2017-09-22,69,"Швейцария"
"2152","end_date",2017-09-22,68,"Швейцария"
"2153","end_date",2017-09-23,67,"Швейцария"
"2154","end_date",2017-09-24,66,"Швейцария"
"2155","end_date",2017-09-25,65,"Швейцария"
"2156","end_date",2017-09-25,64,"Швейцария"
"2157","end_date",2017-09-26,63,"Швейцария"
"2158","end_date",2017-09-26,62,"Швейцария"
"2159","end_date",2017-09-27,61,"Швейцария"
"2160","end_date",2017-09-28,60,"Швейцария"
"2161","end_date",2017-09-28,59,"Швейцария"
"2162","start_date",2017-09-29,60,"Швейцария"
"2163","end_date",2017-09-29,59,"Швейцария"
"2164","end_date",2017-09-29,58,"Швейцария"
"2165","end_date",2017-09-29,57,"Швейцария"
"2166","end_date",2017-09-30,56,"Швейцария"
"2167","end_date",2017-09-30,55,"Швейцария"
"2168","end_date",2017-09-30,54,"Швейцария"
"2169","end_date",2017-09-30,53,"Швейцария"
"2170","end_date",2017-09-30,52,"Швейцария"
"2171","end_date",2017-09-30,51,"Швейцария"
"2172","end_date",2017-09-30,50,"Швейцария"
"2173","end_date",2017-10-01,49,"Швейцария"
"2174","end_date",2017-10-01,48,"Швейцария"
"2175","end_date",2017-10-02,47,"Швейцария"
"2176","end_date",2017-10-02,46,"Швейцария"
"2177","end_date",2017-10-05,45,"Швейцария"
"2178","end_date",2017-10-06,44,"Швейцария"
"2179","end_date",2017-10-08,43,"Швейцария"
"2180","end_date",2017-10-09,42,"Швейцария"
"2181","end_date",2017-10-09,41,"Швейцария"
"2182","start_date",2017-10-10,42,"Швейцария"
"2183","start_date",2017-10-10,43,"Швейцария"
"2184","end_date",2017-10-10,42,"Швейцария"
"2185","end_date",2017-10-10,41,"Швейцария"
"2186","end_date",2017-10-12,40,"Швейцария"
"2187","end_date",2017-10-12,39,"Швейцария"
"2188","end_date",2017-10-12,38,"Швейцария"
"2189","end_date",2017-10-12,37,"Швейцария"
"2190","end_date",2017-10-12,36,"Швейцария"
"2191","end_date",2017-10-13,35,"Швейцария"
"2192","end_date",2017-10-13,34,"Швейцария"
"2193","end_date",2017-10-14,33,"Швейцария"
"2194","end_date",2017-10-14,32,"Швейцария"
"2195","end_date",2017-10-14,31,"Швейцария"
"2196","start_date",2017-10-15,32,"Швейцария"
"2197","end_date",2017-10-15,31,"Швейцария"
"2198","start_date",2017-10-16,32,"Швейцария"
"2199","end_date",2017-10-20,31,"Швейцария"
"2200","end_date",2017-10-20,30,"Швейцария"
"2201","start_date",2017-10-21,31,"Швейцария"
"2202","end_date",2017-10-21,30,"Швейцария"
"2203","end_date",2017-10-22,29,"Швейцария"
"2204","end_date",2017-10-22,28,"Швейцария"
"2205","end_date",2017-10-22,27,"Швейцария"
"2206","end_date",2017-10-22,26,"Швейцария"
"2207","end_date",2017-10-24,25,"Швейцария"
"2208","start_date",2017-10-28,26,"Швейцария"
"2209","start_date",2017-10-30,27,"Швейцария"
"2210","end_date",2017-10-30,26,"Швейцария"
"2211","end_date",2017-10-30,25,"Швейцария"
"2212","end_date",2017-10-31,24,"Швейцария"
"2213","end_date",2017-10-31,23,"Швейцария"
"2214","end_date",2017-10-31,22,"Швейцария"
"2215","end_date",2017-10-31,21,"Швейцария"
"2216","start_date",2017-11-01,22,"Швейцария"
"2217","start_date",2017-11-02,23,"Швейцария"
"2218","end_date",2017-11-06,22,"Швейцария"
"2219","end_date",2017-11-10,21,"Швейцария"
"2220","end_date",2017-11-10,20,"Швейцария"
"2221","start_date",2017-11-15,21,"Швейцария"
"2222","start_date",2017-11-15,22,"Швейцария"
"2223","end_date",2017-11-15,21,"Швейцария"
"2224","end_date",2017-11-15,20,"Швейцария"
"2225","end_date",2017-11-20,19,"Швейцария"
"2226","end_date",2017-11-20,18,"Швейцария"
"2227","end_date",2017-11-20,17,"Швейцария"
"2228","start_date",2017-11-22,18,"Швейцария"
"2229","start_date",2017-11-23,19,"Швейцария"
"2230","start_date",2017-11-27,20,"Швейцария"
"2231","end_date",2017-11-30,19,"Швейцария"
"2232","start_date",2017-12-01,20,"Швейцария"
"2233","start_date",2017-12-05,21,"Швейцария"
"2234","end_date",2017-12-06,20,"Швейцария"
"2235","start_date",2017-12-07,21,"Швейцария"
"2236","end_date",2017-12-10,20,"Швейцария"
"2237","start_date",2017-12-15,21,"Швейцария"
"2238","end_date",2017-12-15,20,"Швейцария"
"2239","end_date",2017-12-16,19,"Швейцария"
"2240","end_date",2017-12-18,18,"Швейцария"
"2241","end_date",2017-12-20,17,"Швейцария"
"2242","end_date",2017-12-24,16,"Швейцария"
"2243","end_date",2017-12-30,15,"Швейцария"
"2244","end_date",2017-12-30,14,"Швейцария"
"2245","end_date",2017-12-30,13,"Швейцария"
"2246","end_date",2017-12-30,12,"Швейцария"
"2247","end_date",2017-12-30,11,"Швейцария"
"2248","end_date",2017-12-31,10,"Швейцария"
"2249","end_date",2017-12-31,9,"Швейцария"
"2250","end_date",2018-01-01,8,"Швейцария"
"2251","end_date",2018-01-12,7,"Швейцария"
"2252","end_date",2018-01-26,6,"Швейцария"
"2253","start_date",2018-01-31,7,"Швейцария"
"2254","start_date",2018-02-03,8,"Швейцария"
"2255","start_date",2018-02-05,9,"Швейцария"
"2256","start_date",2018-02-05,10,"Швейцария"
"2257","start_date",2018-02-10,11,"Швейцария"
"2258","start_date",2018-02-10,12,"Швейцария"
"2259","start_date",2018-02-12,13,"Швейцария"
"2260","end_date",2018-02-15,12,"Швейцария"
"2261","end_date",2018-02-15,11,"Швейцария"
"2262","start_date",2018-02-16,12,"Швейцария"
"2263","end_date",2018-02-17,11,"Швейцария"
"2264","start_date",2018-02-18,12,"Швейцария"
"2265","start_date",2018-02-18,13,"Швейцария"
"2266","start_date",2018-02-21,14,"Швейцария"
"2267","start_date",2018-02-21,15,"Швейцария"
"2268","start_date",2018-02-24,16,"Швейцария"
"2269","end_date",2018-02-28,15,"Швейцария"
"2270","end_date",2018-02-28,14,"Швейцария"
"2271","end_date",2018-02-28,13,"Швейцария"
"2272","start_date",2018-03-01,14,"Швейцария"
"2273","start_date",2018-03-03,15,"Швейцария"
"2274","end_date",2018-03-08,14,"Швейцария"
"2275","start_date",2018-03-15,15,"Швейцария"
"2276","end_date",2018-03-15,14,"Швейцария"
"2277","start_date",2018-03-15,15,"Швейцария"
"2278","start_date",2018-03-15,16,"Швейцария"
"2279","end_date",2018-03-18,15,"Швейцария"
"2280","end_date",2018-03-18,14,"Швейцария"
"2281","end_date",2018-03-18,13,"Швейцария"
"2282","end_date",2018-03-19,12,"Швейцария"
"2283","start_date",2018-03-19,13,"Швейцария"
"2284","end_date",2018-03-20,12,"Швейцария"
"2285","start_date",2018-03-25,13,"Швейцария"
"2286","end_date",2018-03-27,12,"Швейцария"
"2287","start_date",2018-03-28,13,"Швейцария"
"2288","start_date",2018-04-01,14,"Швейцария"
"2289","start_date",2018-04-01,15,"Швейцария"
"2290","end_date",2018-04-01,14,"Швейцария"
"2291","end_date",2018-04-01,13,"Швейцария"
"2292","start_date",2018-04-02,14,"Швейцария"
"2293","start_date",2018-04-02,15,"Швейцария"
"2294","start_date",2018-04-02,16,"Швейцария"
"2295","start_date",2018-04-06,17,"Швейцария"
"2296","end_date",2018-04-07,16,"Швейцария"
"2297","end_date",2018-04-10,15,"Швейцария"
"2298","start_date",2018-04-15,16,"Швейцария"
"2299","start_date",2018-04-16,17,"Швейцария"
"2300","start_date",2018-04-20,18,"Швейцария"
"2301","end_date",2018-04-23,17,"Швейцария"
"2302","start_date",2018-04-23,18,"Швейцария"
"2303","end_date",2018-04-25,17,"Швейцария"
"2304","start_date",2018-04-27,18,"Швейцария"
"2305","start_date",2018-04-28,19,"Швейцария"
"2306","end_date",2018-04-28,18,"Швейцария"
"2307","start_date",2018-04-30,19,"Швейцария"
"2308","end_date",2018-04-30,18,"Швейцария"
"2309","end_date",2018-04-30,17,"Швейцария"
"2310","start_date",2018-05-01,18,"Швейцария"
"2311","start_date",2018-05-01,19,"Швейцария"
"2312","start_date",2018-05-01,20,"Швейцария"
"2313","start_date",2018-05-13,21,"Швейцария"
"2314","start_date",2018-05-15,22,"Швейцария"
"2315","start_date",2018-05-21,23,"Швейцария"
"2316","start_date",2018-05-23,24,"Швейцария"
"2317","start_date",2018-05-26,25,"Швейцария"
"2318","end_date",2018-05-28,24,"Швейцария"
"2319","end_date",2018-05-28,23,"Швейцария"
"2320","end_date",2018-05-28,22,"Швейцария"
"2321","end_date",2018-05-29,21,"Швейцария"
"2322","end_date",2018-05-31,20,"Швейцария"
"2323","end_date",2018-06-02,19,"Швейцария"
"2324","start_date",2018-06-04,20,"Швейцария"
"2325","end_date",2018-06-05,19,"Швейцария"
"2326","start_date",2018-06-06,20,"Швейцария"
"2327","end_date",2018-06-08,19,"Швейцария"
"2328","start_date",2018-06-12,20,"Швейцария"
"2329","end_date",2018-06-13,19,"Швейцария"
"2330","end_date",2018-06-13,18,"Швейцария"
"2331","start_date",2018-06-18,19,"Швейцария"
"2332","end_date",2018-06-21,18,"Швейцария"
"2333","end_date",2018-06-23,17,"Швейцария"
"2334","end_date",2018-06-23,16,"Швейцария"
